passenger_id1,passenger_id2,number_of_flight_together,from_date,to_date
2124,2247,7,2017-03-21,2017-05-16
10368,10377,7,2017-05-26,2017-06-18
11111,11137,7,2017-06-22,2017-07-21
3071,3077,7,2017-01-10,2017-04-22
3122,3193,7,2017-01-11,2017-04-16
215,610,7,2017-01-13,2017-03-09
374,3493,7,2017-01-17,2017-03-25
4011,4042,7,2017-01-20,2017-03-03
4011,4052,7,2017-01-20,2017-03-03
2068,2454,7,2017-01-29,2017-04-26
3576,4990,7,2017-02-28,2017-05-03
3177,4627,7,2017-04-07,2017-05-29
4627,5819,7,2017-04-14,2017-06-24
1246,5812,7,2017-04-25,2017-07-01
1905,1993,7,2017-01-08,2017-04-09
366,3493,7,2017-01-17,2017-03-25
4025,4052,7,2017-01-20,2017-03-03
2568,3123,7,2017-01-21,2017-03-26
3837,4846,7,2017-02-27,2017-06-28
6017,6069,7,2017-03-05,2017-05-03
3093,7868,7,2017-04-17,2017-07-19
2906,8190,7,2017-04-20,2017-05-29
382,6729,7,2017-05-22,2017-07-11
288,8165,7,2017-05-27,2017-07-28
744,794,7,2017-01-02,2017-03-26
905,979,7,2017-01-02,2017-03-19
760,1053,7,2017-01-04,2017-01-31
3730,3772,7,2017-01-19,2017-07-08
4632,4646,7,2017-02-02,2017-03-20
6064,6071,7,2017-03-05,2017-05-03
5744,5954,7,2017-03-10,2017-05-03
5073,6983,7,2017-04-13,2017-07-05
4468,7662,7,2017-04-20,2017-06-06
9482,9822,7,2017-05-29,2017-07-13
121,139,7,2017-01-01,2017-06-11
704,764,7,2017-01-02,2017-02-19
939,957,7,2017-01-02,2017-07-24
4011,4017,7,2017-01-20,2017-03-03
1322,2968,7,2017-01-25,2017-06-22
2867,4399,7,2017-02-07,2017-03-13
2789,4339,7,2017-02-07,2017-03-14
5964,5977,7,2017-03-05,2017-05-03
2960,3590,7,2017-03-27,2017-06-24
2620,5912,7,2017-03-30,2017-05-31
3642,6937,7,2017-04-13,2017-07-24
8969,8995,7,2017-04-21,2017-05-22
3503,8158,7,2017-04-22,2017-06-24
10727,10731,7,2017-06-16,2017-07-24
805,859,7,2017-01-02,2017-03-28
2260,2268,7,2017-01-09,2017-04-10
3603,3679,7,2017-01-15,2017-04-05
4034,4092,7,2017-01-20,2017-05-24
4013,4316,7,2017-01-28,2017-03-03
2939,4316,7,2017-02-07,2017-03-13
3544,6039,7,2017-03-10,2017-05-09
1554,2088,7,2017-03-14,2017-07-04
2427,2458,7,2017-01-09,2017-02-23
650,3123,7,2017-01-13,2017-03-09
3651,3694,7,2017-01-15,2017-04-17
1587,3930,7,2017-01-22,2017-04-15
975,1369,7,2017-01-25,2017-04-22
2867,4042,7,2017-02-07,2017-03-13
5207,5283,7,2017-02-12,2017-07-24
5458,5479,7,2017-02-17,2017-04-05
4674,6017,7,2017-03-10,2017-05-09
2886,5787,7,2017-03-23,2017-05-19
2857,3503,7,2017-04-22,2017-06-24
7605,8289,7,2017-04-22,2017-07-12
5482,7872,7,2017-04-22,2017-05-30
6707,8158,7,2017-04-30,2017-06-24
5490,6447,7,2017-05-01,2017-06-05
5683,9620,7,2017-05-18,2017-07-15
248,274,7,2017-01-01,2017-02-03
255,293,7,2017-01-01,2017-02-03
915,2941,7,2017-01-25,2017-03-03
6832,6889,7,2017-03-15,2017-05-31
7034,7068,7,2017-03-17,2017-05-20
7039,8209,7,2017-04-08,2017-05-19
1208,8209,7,2017-04-17,2017-05-29
1849,9014,7,2017-05-02,2017-06-20
9376,9380,7,2017-05-03,2017-07-23
3618,7560,7,2017-05-24,2017-07-24
4017,4066,7,2017-01-20,2017-03-03
4364,4395,7,2017-01-24,2017-03-03
4329,4376,7,2017-01-24,2017-04-18
2325,2910,7,2017-02-13,2017-04-22
4451,4820,7,2017-05-22,2017-07-11
382,1822,7,2017-05-24,2017-07-24
10313,10349,7,2017-05-26,2017-06-27
652,3148,7,2017-01-15,2017-04-23
1484,2783,7,2017-02-02,2017-03-03
5491,6063,7,2017-03-10,2017-05-09
3527,3920,7,2017-03-13,2017-04-30
5789,7082,7,2017-04-17,2017-05-29
592,1831,7,2017-04-25,2017-07-01
649,696,7,2017-01-02,2017-03-24
762,797,7,2017-01-02,2017-02-19
368,701,7,2017-01-04,2017-01-31
2427,2498,7,2017-01-09,2017-02-23
930,2783,7,2017-02-04,2017-03-10
3169,4421,7,2017-02-27,2017-07-21
3295,3527,7,2017-03-16,2017-05-12
8158,8190,7,2017-03-31,2017-05-19
5096,6776,7,2017-04-07,2017-06-20
5668,8411,7,2017-04-14,2017-06-18
2150,7640,7,2017-04-26,2017-06-14
2024,8260,7,2017-05-19,2017-07-12
382,5522,7,2017-05-22,2017-07-11
4451,9066,7,2017-05-22,2017-07-11
2354,5522,7,2017-06-15,2017-07-18
1548,1598,7,2017-01-07,2017-04-13
4052,4080,7,2017-01-20,2017-03-03
4353,4395,7,2017-01-24,2017-03-03
2959,4025,7,2017-02-07,2017-03-13
5435,5458,7,2017-02-17,2017-04-05
5771,5788,7,2017-02-24,2017-05-03
3120,5771,7,2017-03-10,2017-05-03
4213,7172,7,2017-03-28,2017-05-12
5411,8158,7,2017-04-20,2017-06-06
9057,9068,7,2017-04-26,2017-07-23
3837,7747,7,2017-04-27,2017-07-23
11136,11180,7,2017-06-22,2017-07-30
773,795,7,2017-01-02,2017-02-19
839,899,7,2017-01-02,2017-04-05
1933,1938,7,2017-01-08,2017-05-08
1288,2802,7,2017-01-22,2017-03-19
5015,5073,7,2017-02-12,2017-07-05
1884,5494,7,2017-03-10,2017-05-27
3576,4316,7,2017-03-10,2017-05-09
8403,8485,7,2017-04-05,2017-05-29
2294,6870,7,2017-04-13,2017-05-29
1434,4774,7,2017-05-19,2017-07-27
1849,5522,7,2017-05-22,2017-07-11
191,392,7,2017-05-22,2017-07-11
10334,10396,7,2017-05-26,2017-06-27
328,395,7,2017-01-01,2017-02-19
2273,2295,7,2017-01-09,2017-02-26
4376,4377,7,2017-01-24,2017-04-18
1677,2906,7,2017-04-20,2017-05-29
1479,1498,7,2017-01-04,2017-07-17
2223,3554,7,2017-01-28,2017-07-12
1482,2867,7,2017-02-02,2017-03-03
930,1818,7,2017-02-04,2017-03-10
1505,3223,7,2017-03-19,2017-07-23
1715,2354,7,2017-06-15,2017-07-18
1617,1651,7,2017-01-07,2017-03-20
2152,2153,7,2017-01-09,2017-04-09
4012,4052,7,2017-01-20,2017-03-03
5412,5466,7,2017-02-17,2017-04-05
2581,4496,7,2017-02-17,2017-07-19
3249,3536,7,2017-02-23,2017-07-24
6016,6049,7,2017-03-05,2017-05-03
6064,6069,7,2017-03-05,2017-05-03
3544,5443,7,2017-03-10,2017-05-09
2886,8037,7,2017-05-01,2017-06-05
6729,9645,7,2017-05-24,2017-07-12
9822,10110,7,2017-05-29,2017-07-13
758,773,7,2017-01-02,2017-02-19
364,760,7,2017-01-04,2017-01-31
2485,2497,7,2017-01-09,2017-04-17
649,3493,7,2017-01-23,2017-05-04
4364,4399,7,2017-01-24,2017-03-03
4630,4665,7,2017-02-02,2017-03-14
4609,4632,7,2017-02-02,2017-03-20
622,1089,7,2017-02-10,2017-06-20
950,3120,7,2017-02-15,2017-05-03
5416,5484,7,2017-02-17,2017-04-02
6927,6930,7,2017-03-16,2017-05-15
5596,6773,7,2017-03-19,2017-05-19
8969,8983,7,2017-04-21,2017-05-22
2728,8557,7,2017-04-29,2017-07-22
5522,9066,7,2017-05-22,2017-07-11
709,730,7,2017-01-02,2017-02-26
2912,2972,7,2017-01-10,2017-03-19
2968,2969,7,2017-01-10,2017-06-22
4052,4353,7,2017-01-31,2017-03-10
1666,4009,7,2017-02-07,2017-03-14
5310,5319,7,2017-02-13,2017-04-10
5777,5795,7,2017-02-24,2017-05-12
5743,5779,7,2017-02-24,2017-04-30
2926,7820,7,2017-04-07,2017-05-19
202,1769,7,2017-04-08,2017-05-15
7082,7866,7,2017-04-17,2017-05-29
1677,8363,7,2017-05-29,2017-07-05
274,293,7,2017-01-01,2017-02-03
4053,4083,7,2017-01-20,2017-03-03
1034,1608,7,2017-01-21,2017-03-31
1332,2988,7,2017-01-25,2017-04-21
4628,4656,7,2017-02-02,2017-03-13
1616,2760,7,2017-02-02,2017-04-15
1696,4012,7,2017-02-07,2017-03-14
4674,5481,7,2017-03-10,2017-05-09
8983,8986,7,2017-04-21,2017-05-22
5683,9619,7,2017-05-18,2017-07-15
6729,7898,7,2017-05-22,2017-07-11
2231,4451,7,2017-05-22,2017-07-11
1715,1849,7,2017-05-22,2017-07-11
92,9098,7,2017-06-08,2017-07-24
675,700,7,2017-01-02,2017-04-15
905,940,7,2017-01-02,2017-03-19
4329,4377,7,2017-01-24,2017-04-18
1371,4399,7,2017-02-07,2017-03-13
1347,2279,7,2017-02-13,2017-04-17
5411,5423,7,2017-02-17,2017-06-06
5426,5448,7,2017-02-17,2017-04-12
2780,5800,7,2017-03-10,2017-04-29
3527,4593,7,2017-03-13,2017-04-30
3650,5867,7,2017-04-01,2017-05-14
5411,7662,7,2017-04-20,2017-06-06
7605,7872,7,2017-04-22,2017-05-30
392,4820,7,2017-05-22,2017-07-11
1413,10497,7,2017-07-04,2017-07-29
364,1056,7,2017-01-03,2017-01-29
1423,1451,7,2017-01-04,2017-06-25
2175,2199,7,2017-01-09,2017-04-08
2867,4395,7,2017-02-07,2017-03-13
2969,4316,7,2017-02-07,2017-03-13
2939,4053,7,2017-02-07,2017-03-13
5761,5771,7,2017-02-24,2017-05-03
5966,5993,7,2017-03-05,2017-05-03
975,6097,7,2017-03-10,2017-05-06
1428,5361,7,2017-04-06,2017-06-20
1208,5423,7,2017-04-15,2017-05-19
9704,9755,7,2017-05-10,2017-06-29
5423,5668,7,2017-05-17,2017-06-18
382,4820,7,2017-05-22,2017-07-11
10322,10396,7,2017-05-26,2017-06-27
3123,3146,7,2017-01-11,2017-03-09
4017,4025,7,2017-01-20,2017-03-03
1250,2886,7,2017-01-22,2017-05-12
2415,3640,7,2017-02-06,2017-06-30
2645,3967,7,2017-02-10,2017-04-16
5478,5498,7,2017-02-17,2017-04-15
4373,5494,7,2017-02-22,2017-05-03
6075,6077,7,2017-03-05,2017-05-03
5766,5911,7,2017-03-24,2017-05-29
394,2569,7,2017-04-08,2017-05-15
8068,8411,7,2017-05-01,2017-06-05
10313,10396,7,2017-05-26,2017-06-27
211,223,7,2017-01-01,2017-05-12
2412,2485,7,2017-01-09,2017-04-17
2728,2792,7,2017-01-10,2017-03-14
3106,4194,7,2017-02-05,2017-06-24
187,2272,7,2017-02-13,2017-04-26
5423,5478,7,2017-02-17,2017-04-15
5954,5993,7,2017-03-05,2017-05-03
6017,6071,7,2017-03-05,2017-05-03
1381,5733,7,2017-03-10,2017-05-12
2747,3368,7,2017-03-10,2017-05-12
1884,6047,7,2017-03-10,2017-05-27
4316,6039,7,2017-03-10,2017-05-09
5420,6004,7,2017-03-10,2017-04-28
3920,4593,7,2017-03-13,2017-04-30
6447,8093,7,2017-04-12,2017-05-30
3237,3443,7,2017-05-01,2017-07-16
10334,10349,7,2017-05-26,2017-06-27
4820,6560,7,2017-06-15,2017-07-18
764,797,7,2017-01-02,2017-02-19
364,724,7,2017-01-04,2017-01-31
292,3440,7,2017-01-23,2017-05-23
930,1371,7,2017-01-25,2017-03-03
8519,8584,7,2017-04-07,2017-07-23
394,4854,7,2017-04-08,2017-05-15
2776,8158,7,2017-04-20,2017-06-06
7209,7560,7,2017-05-22,2017-07-11
2570,2600,7,2017-01-10,2017-02-11
3169,3180,7,2017-01-11,2017-02-27
3580,3588,7,2017-01-15,2017-05-24
6870,6898,7,2017-03-15,2017-05-12
2501,5922,7,2017-03-18,2017-05-21
2544,8006,7,2017-04-13,2017-07-26
6584,8257,7,2017-04-25,2017-06-28
9044,9098,7,2017-04-26,2017-06-11
255,266,7,2017-01-01,2017-02-10
2404,2406,7,2017-01-09,2017-04-10
3975,3995,7,2017-01-19,2017-05-16
4309,4316,7,2017-01-24,2017-03-03
4012,4316,7,2017-01-28,2017-03-03
2941,4011,7,2017-02-07,2017-03-14
4609,4903,7,2017-02-27,2017-03-20
3544,4412,7,2017-02-28,2017-05-03
6016,6077,7,2017-03-05,2017-05-03
6047,6071,7,2017-03-05,2017-05-03
4285,4554,7,2017-03-16,2017-07-19
6962,6972,7,2017-03-16,2017-06-26
3278,6750,7,2017-04-30,2017-06-11
7860,8775,7,2017-05-11,2017-06-25
7243,8048,7,2017-05-17,2017-06-24
10819,10899,7,2017-06-16,2017-07-23
1651,1662,7,2017-01-07,2017-04-05
4009,4025,7,2017-01-20,2017-03-03
286,763,7,2017-01-23,2017-05-20
2789,4009,7,2017-02-07,2017-03-14
3544,4607,7,2017-02-28,2017-05-03
2294,2759,7,2017-03-10,2017-05-09
2504,4541,7,2017-05-11,2017-05-29
4034,6729,7,2017-05-22,2017-07-11
6084,10368,7,2017-05-30,2017-07-13
763,1053,7,2017-01-04,2017-01-31
4373,4388,7,2017-01-24,2017-03-03
915,2969,7,2017-01-25,2017-03-03
2458,3635,7,2017-01-29,2017-07-30
446,4700,7,2017-02-04,2017-04-02
1666,4083,7,2017-02-07,2017-03-14
7813,7890,7,2017-03-24,2017-07-04
9645,9699,7,2017-05-09,2017-07-11
2024,8729,7,2017-05-19,2017-07-12
5696,7076,7,2017-06-30,2017-07-29
1007,1044,7,2017-01-02,2017-05-11
1946,1951,7,2017-01-08,2017-03-28
2268,2288,7,2017-01-09,2017-04-10
2407,2467,7,2017-01-09,2017-02-23
2464,2478,7,2017-01-09,2017-04-16
247,3477,7,2017-01-23,2017-05-12
2743,2905,7,2017-02-04,2017-04-06
631,4082,7,2017-02-06,2017-04-12
3576,6064,7,2017-03-10,2017-05-09
6855,6898,7,2017-03-15,2017-05-12
4449,9619,7,2017-05-18,2017-07-15
2345,8729,7,2017-05-19,2017-07-12
381,1026,7,2017-01-03,2017-02-23
2407,2427,7,2017-01-09,2017-02-23
930,2959,7,2017-01-25,2017-03-03
2567,3913,7,2017-01-26,2017-03-30
2717,4053,7,2017-02-07,2017-03-13
1696,4083,7,2017-02-07,2017-03-14
5416,5468,7,2017-02-17,2017-04-02
5964,5966,7,2017-03-05,2017-05-03
6077,6096,7,2017-03-05,2017-05-03
6001,6064,7,2017-03-05,2017-05-03
3278,8289,7,2017-04-08,2017-05-19
1637,2012,7,2017-05-19,2017-07-21
2527,2571,7,2017-01-10,2017-07-12
2528,2595,7,2017-01-10,2017-03-30
3104,3162,7,2017-01-11,2017-02-10
2531,3104,7,2017-01-21,2017-02-17
4316,6063,7,2017-03-10,2017-05-09
5787,5911,7,2017-03-23,2017-05-19
3367,6447,7,2017-04-08,2017-07-23
2973,8775,7,2017-05-11,2017-06-25
6560,7209,7,2017-06-15,2017-07-18
1942,1954,7,2017-01-08,2017-04-01
4046,4057,7,2017-01-20,2017-03-21
1506,3916,7,2017-01-22,2017-05-11
1034,2780,7,2017-02-02,2017-04-15
1482,2759,7,2017-02-02,2017-03-03
8402,8485,7,2017-04-05,2017-05-29
3503,8353,7,2017-04-07,2017-05-19
9028,9083,7,2017-04-26,2017-07-24
5509,7872,7,2017-04-30,2017-06-06
2231,7898,7,2017-05-22,2017-07-11
10806,10899,7,2017-06-16,2017-07-23
701,734,7,2017-01-02,2017-05-16
385,774,7,2017-01-04,2017-03-06
204,3152,7,2017-01-13,2017-02-10
1046,1613,7,2017-02-01,2017-06-11
5432,5448,7,2017-02-17,2017-04-12
1208,3418,7,2017-04-30,2017-06-05
727,774,7,2017-01-02,2017-02-22
712,773,7,2017-01-02,2017-02-19
806,827,7,2017-01-02,2017-04-09
1569,2608,7,2017-01-13,2017-04-02
272,3405,7,2017-01-23,2017-05-14
5048,5076,7,2017-02-12,2017-04-23
6001,6071,7,2017-03-05,2017-05-03
625,5482,7,2017-04-20,2017-05-29
8960,8983,7,2017-04-21,2017-05-22
2354,8729,7,2017-05-19,2017-07-12
2354,7209,7,2017-06-15,2017-07-18
391,398,7,2017-01-01,2017-02-28
746,1095,7,2017-01-04,2017-01-31
191,2345,7,2017-01-10,2017-07-12
4035,4072,7,2017-01-20,2017-07-16
4309,4364,7,2017-01-24,2017-03-03
1208,2857,7,2017-02-02,2017-06-05
1314,2783,7,2017-02-04,2017-03-10
1484,4316,7,2017-02-07,2017-03-13
1337,4395,7,2017-02-07,2017-03-13
732,4321,7,2017-02-23,2017-05-12
5731,5779,7,2017-02-24,2017-04-30
3576,4412,7,2017-02-28,2017-05-03
1865,4412,7,2017-02-28,2017-05-03
6039,6047,7,2017-03-05,2017-05-03
6061,6805,7,2017-04-15,2017-06-11
2392,7418,7,2017-05-07,2017-07-27
9810,9822,7,2017-05-12,2017-07-07
2544,8519,7,2017-06-26,2017-07-30
2236,2279,7,2017-01-09,2017-02-26
477,959,7,2017-02-15,2017-05-03
848,3220,7,2017-03-01,2017-06-04
6016,6096,7,2017-03-05,2017-05-03
5440,6071,7,2017-03-10,2017-05-24
6874,6889,7,2017-03-15,2017-05-31
1677,7872,7,2017-04-22,2017-05-30
1613,8007,7,2017-05-01,2017-06-11
1769,9068,7,2017-05-15,2017-07-23
3029,4496,7,2017-05-22,2017-07-21
758,1053,7,2017-01-04,2017-05-12
1801,1819,7,2017-01-08,2017-04-13
2567,2600,7,2017-01-10,2017-02-11
2912,2988,7,2017-01-10,2017-03-19
740,3471,7,2017-01-17,2017-06-20
4674,4690,7,2017-02-02,2017-03-13
1818,2511,7,2017-02-02,2017-03-03
1482,2789,7,2017-02-02,2017-03-03
6071,6075,7,2017-03-05,2017-05-03
3477,6447,7,2017-04-08,2017-05-29
3093,3278,7,2017-04-17,2017-06-12
5789,7820,7,2017-04-17,2017-05-29
2544,7747,7,2017-04-27,2017-07-23
211,5737,7,2017-05-02,2017-06-18
8262,8729,7,2017-05-19,2017-07-12
848,7696,7,2017-05-20,2017-06-29
11136,11158,7,2017-06-22,2017-07-30
719,727,7,2017-01-02,2017-02-22
740,1023,7,2017-01-04,2017-01-31
5426,5436,7,2017-02-17,2017-04-12
7602,7662,7,2017-03-19,2017-05-19
2645,3642,7,2017-03-20,2017-04-21
7718,7789,7,2017-03-23,2017-07-24
7872,8209,7,2017-04-17,2017-05-29
8006,8584,7,2017-05-13,2017-07-23
10371,10397,7,2017-05-26,2017-06-27
360,362,7,2017-01-01,2017-02-26
712,758,7,2017-01-02,2017-02-19
309,774,7,2017-01-04,2017-03-06
2407,2498,7,2017-01-09,2017-02-23
910,2802,7,2017-02-04,2017-04-21
2544,3998,7,2017-03-13,2017-06-28
6930,6956,7,2017-03-16,2017-05-15
1283,4823,7,2017-04-08,2017-07-18
4359,4591,7,2017-04-11,2017-07-04
2776,7662,7,2017-04-20,2017-06-06
2906,3330,7,2017-04-20,2017-05-29
1389,2857,7,2017-06-05,2017-07-17
3507,3597,7,2017-01-15,2017-07-24
4020,4046,7,2017-01-20,2017-03-21
4607,4614,7,2017-02-02,2017-03-13
4814,4876,7,2017-02-08,2017-05-02
5724,5734,7,2017-02-24,2017-05-03
1053,6418,7,2017-04-08,2017-05-29
5490,8037,7,2017-05-01,2017-06-05
4774,7209,7,2017-06-15,2017-07-18
5048,5092,7,2017-02-12,2017-04-23
5419,5421,7,2017-02-17,2017-04-13
5966,6827,7,2017-04-13,2017-06-30
6750,8158,7,2017-04-30,2017-06-11
4451,7898,7,2017-05-22,2017-07-11
1246,6783,7,2017-06-06,2017-07-28
2212,2273,7,2017-01-09,2017-02-26
3730,3746,7,2017-01-19,2017-07-08
5416,5456,7,2017-02-17,2017-04-02
2550,5100,7,2017-02-24,2017-05-10
4412,4674,7,2017-02-28,2017-05-03
6069,6096,7,2017-03-05,2017-05-03
6063,6069,7,2017-03-05,2017-05-03
5800,5978,7,2017-03-10,2017-05-09
6069,6827,7,2017-04-13,2017-06-30
3078,9271,7,2017-05-13,2017-07-23
1849,7560,7,2017-05-22,2017-07-11
5533,8679,7,2017-05-24,2017-07-23
311,344,7,2017-01-01,2017-04-24
2223,2236,7,2017-01-09,2017-02-26
4012,4017,7,2017-01-20,2017-03-03
4205,4300,7,2017-01-22,2017-05-24
6507,6523,7,2017-03-13,2017-07-30
7759,7774,7,2017-03-23,2017-05-12
732,1053,7,2017-04-08,2017-05-29
1635,5789,7,2017-04-22,2017-05-30
704,762,7,2017-01-02,2017-02-19
913,979,7,2017-01-02,2017-05-15
724,1001,7,2017-01-04,2017-01-31
4017,4080,7,2017-01-20,2017-03-03
4016,4044,7,2017-01-20,2017-03-03
4053,4059,7,2017-01-20,2017-03-03
2969,4053,7,2017-02-07,2017-03-13
1696,4339,7,2017-02-07,2017-03-14
6001,6047,7,2017-03-05,2017-05-03
4983,6418,7,2017-03-15,2017-05-19
7872,8353,7,2017-04-07,2017-05-19
1053,6447,7,2017-04-08,2017-05-29
95,8190,7,2017-04-20,2017-05-29
3503,8190,7,2017-04-22,2017-05-30
3503,7662,7,2017-04-22,2017-05-30
2482,3278,7,2017-06-06,2017-07-01
2728,2773,7,2017-01-10,2017-06-28
255,3104,7,2017-01-13,2017-02-10
3967,3994,7,2017-01-19,2017-03-31
4016,4083,7,2017-01-20,2017-03-03
443,3940,7,2017-01-26,2017-03-20
4569,4590,7,2017-01-29,2017-05-12
2969,4025,7,2017-02-07,2017-03-13
5401,5421,7,2017-02-17,2017-04-13
5486,5498,7,2017-02-17,2017-04-15
4412,4607,7,2017-02-28,2017-05-03
6016,6039,7,2017-03-05,2017-05-03
3544,6064,7,2017-03-10,2017-05-09
2886,5795,7,2017-03-23,2017-05-19
4384,8350,7,2017-04-07,2017-05-27
2569,4854,7,2017-04-08,2017-05-15
2926,5789,7,2017-04-17,2017-06-05
2068,7243,7,2017-05-17,2017-06-24
4451,6729,7,2017-05-22,2017-07-11
148,174,7,2017-01-01,2017-07-11
3087,3093,7,2017-01-10,2017-03-24
4009,4016,7,2017-01-20,2017-03-03
4135,4139,7,2017-01-20,2017-05-12
5426,5499,7,2017-02-17,2017-04-12
1548,3937,7,2017-03-13,2017-07-13
5737,6084,7,2017-04-15,2017-06-18
5795,8461,7,2017-05-01,2017-06-11
392,2231,7,2017-05-22,2017-07-11
366,1023,7,2017-01-03,2017-01-29
374,1001,7,2017-01-03,2017-01-29
2725,2786,7,2017-01-10,2017-04-14
1666,2783,7,2017-02-02,2017-03-03
3548,4407,7,2017-02-10,2017-04-26
1343,2965,7,2017-02-13,2017-05-01
1677,3735,7,2017-03-22,2017-05-19
5490,5989,7,2017-04-02,2017-05-30
4034,4820,7,2017-05-22,2017-07-11
8803,10110,7,2017-05-23,2017-07-07
11158,11180,7,2017-06-22,2017-07-30
438,477,7,2017-01-01,2017-05-03
701,797,7,2017-01-02,2017-06-08
2484,2496,7,2017-01-09,2017-04-13
3940,3991,7,2017-01-19,2017-04-13
4052,4309,7,2017-01-31,2017-03-10
4630,4671,7,2017-02-02,2017-03-14
1484,1696,7,2017-02-02,2017-03-03
1484,4388,7,2017-02-07,2017-03-13
5456,6010,7,2017-03-10,2017-07-16
5481,6063,7,2017-03-10,2017-05-09
4674,5491,7,2017-03-10,2017-05-09
2734,5744,7,2017-03-24,2017-07-11
5668,6242,7,2017-04-12,2017-06-06
3278,3503,7,2017-04-17,2017-06-18
1321,7636,7,2017-05-15,2017-06-28
3589,7162,7,2017-06-14,2017-07-23
11175,11183,7,2017-06-22,2017-07-30
706,768,7,2017-01-02,2017-02-26
364,763,7,2017-01-04,2017-01-31
274,3169,7,2017-01-13,2017-07-21
1444,4069,7,2017-02-07,2017-03-20
477,2993,7,2017-02-15,2017-05-03
5905,5962,7,2017-03-05,2017-04-22
6049,6063,7,2017-03-05,2017-05-03
3544,5481,7,2017-03-10,2017-05-09
4316,4674,7,2017-03-10,2017-05-09
8979,8986,7,2017-04-21,2017-05-22
5789,7662,7,2017-04-22,2017-05-30
5490,8411,7,2017-05-01,2017-06-05
4451,7209,7,2017-05-22,2017-07-11
1822,3618,7,2017-05-24,2017-07-24
2068,3802,7,2017-06-08,2017-07-24
3802,9098,7,2017-06-08,2017-07-24
915,2959,7,2017-01-25,2017-03-03
1837,2743,7,2017-02-02,2017-03-28
2789,4011,7,2017-02-07,2017-03-14
2511,4388,7,2017-02-07,2017-03-13
997,2734,7,2017-02-15,2017-05-03
6001,6077,7,2017-03-05,2017-05-03
8213,8245,7,2017-03-31,2017-05-24
7318,7770,7,2017-04-05,2017-07-13
625,901,7,2017-04-20,2017-05-29
8945,8960,7,2017-04-21,2017-06-14
9057,9069,7,2017-04-26,2017-06-28
2323,9769,7,2017-05-18,2017-07-05
479,486,7,2017-01-01,2017-06-28
2554,2600,7,2017-01-10,2017-02-17
3540,3589,7,2017-01-15,2017-03-19
4013,4066,7,2017-01-20,2017-03-03
407,1482,7,2017-02-02,2017-03-03
901,1432,7,2017-02-04,2017-05-06
5414,5436,7,2017-02-17,2017-04-12
4820,5330,7,2017-02-27,2017-07-11
7076,7098,7,2017-03-17,2017-07-29
1613,8089,7,2017-05-01,2017-06-11
3078,8562,7,2017-05-13,2017-07-23
1903,1918,7,2017-01-08,2017-04-11
2260,2264,7,2017-01-09,2017-04-10
2443,2497,7,2017-01-09,2017-04-17
490,2539,7,2017-01-21,2017-06-22
4217,4223,7,2017-01-22,2017-04-23
915,1818,7,2017-02-04,2017-03-10
5711,5755,7,2017-02-24,2017-05-12
7082,7872,7,2017-04-17,2017-05-29
3405,5867,7,2017-04-29,2017-06-08
5522,7560,7,2017-05-22,2017-07-11
3537,3589,7,2017-01-15,2017-03-19
4009,4017,7,2017-01-20,2017-03-03
4690,4700,7,2017-02-02,2017-03-13
1464,1818,7,2017-02-02,2017-03-03
5436,5499,7,2017-02-17,2017-04-12
6572,6580,7,2017-03-13,2017-05-09
10409,10440,7,2017-05-31,2017-07-31
750,795,7,2017-01-02,2017-02-19
746,1053,7,2017-01-04,2017-01-31
740,1095,7,2017-01-04,2017-01-31
1752,1796,7,2017-01-08,2017-06-27
2264,2281,7,2017-01-09,2017-04-10
2913,2929,7,2017-01-10,2017-07-17
4031,4056,7,2017-01-20,2017-05-16
2789,2867,7,2017-02-02,2017-03-03
6001,6016,7,2017-03-05,2017-05-03
2556,5792,7,2017-03-18,2017-07-05
3503,7082,7,2017-04-17,2017-05-29
248,255,7,2017-01-01,2017-02-03
385,731,7,2017-01-04,2017-03-06
1913,1922,7,2017-01-08,2017-05-20
5505,5566,7,2017-02-19,2017-07-24
5612,5620,7,2017-02-22,2017-05-15
2294,4607,7,2017-02-28,2017-05-03
4412,4969,7,2017-02-28,2017-05-03
3405,6931,7,2017-04-16,2017-05-14
8961,10368,7,2017-05-30,2017-07-13
749,750,7,2017-01-02,2017-02-19
913,961,7,2017-01-02,2017-04-23
374,1053,7,2017-01-03,2017-01-29
945,1332,7,2017-01-25,2017-03-28
477,997,7,2017-02-15,2017-05-03
4550,7645,7,2017-04-20,2017-07-26
704,797,7,2017-01-02,2017-02-19
2223,2279,7,2017-01-09,2017-02-26
2437,2467,7,2017-01-09,2017-02-23
275,3180,7,2017-01-13,2017-02-27
2560,3940,7,2017-01-26,2017-03-20
281,1504,7,2017-01-31,2017-05-12
407,2783,7,2017-02-02,2017-03-03
2717,4990,7,2017-03-10,2017-06-28
6897,6898,7,2017-03-15,2017-05-12
3734,6931,7,2017-04-16,2017-05-14
6813,8209,7,2017-04-17,2017-05-29
7039,7872,7,2017-04-17,2017-06-06
95,5482,7,2017-04-20,2017-05-29
5482,7866,7,2017-04-22,2017-05-30
1026,1035,7,2017-01-02,2017-02-19
751,1095,7,2017-01-04,2017-01-31
3537,3540,7,2017-01-15,2017-03-19
928,1314,7,2017-01-25,2017-03-03
4611,4671,7,2017-02-02,2017-03-14
6039,6096,7,2017-03-05,2017-05-03
6063,6071,7,2017-03-05,2017-05-03
